ConstituentID,ConstituentTypeID,Active,AlphaSort,LastName,FirstName,NameTitle,Institution,LastSoundEx,FirstSoundEx,InstitutionSoundEx,DisplayName,BeginDate,EndDate,DisplayDate,Biography,Code,Nationality,School,LoginID,EnteredDate,SysTimeStamp,PublicAccessOld,Remarks,Position,MiddleName,Suffix,CultureGroup,N_DisplayName,N_DisplayDate,salutation,Approved,PublicAccess,IsPrivate,DefaultNameID,SystemFlag,InternalStatus,DefaultDisplayBioID,BeginDateISO,EndDateISO
309,1,0,Schimpff C.P. Luitenant-generaal,Schimpff,C.P.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal C.P. Schimpff,1812,1886,1812 - 1886,"Luitenant-generaal; Gouverneur van Suriname (....-1859); Adjudant des konings i.b.d.; Militaire Willemsorde 4; Legercommandant KNIL 1862-1865

opm. W.A. (19-08-2012):

e-mail van mw Rosemarie Lübkert-Kamermans d.d. 16-08-2012, bijgevoegd een scan van zijn geboortebewijs. Plaats van geboorte is niet het kamp van St. Omar, maar in de Commune d'Outreau, Departement Pas de Calais.


opm. W.A. (22-09-2011):

eretekenen:

Ridder van de Militaire Willemsorde 4e klasse i.z. de expeditie tegen de vorsten van Beliling en Karang Asem, Bali op 28 en 29 juni 1846.

Volgens Besluit van de Minister van Staat d.d. 15 februari 1850, no. 4, benoemd tot Ridder der Orde van de Nederlandse Leeuw

gegevens uit: Encyclopaedie van Nederlandsch West-Indie. ('s Gravenhage, Nijhoff) :
geboren 13 februari 1813 (1812?) in het kamp St. Omer (Frankrijk) en overleden te Den Haag op 31 december 1886.

1827  soldaat bij de Infanterie van het Nederlandse leger
1830  2e luitenant
krijgsgevangene te Bergen Henegouwen en ontvluchtte in 1831 en werd bij de 14e afd. Infanterie geplaatst.
1836  naar Nederlands-Indie
1837  1e luitenant
1840  kapitein
1845 Balische expeditie, als chef van de Staf
1848  majoor
1850  sous-chef van de Generale Staf
1851  Luitenant-kolonel
1853  kolonel Chef van de Generale Staf
1854  verlof in Nederland
1855  bevorderd tot Generaal-Majoor titulair
1855, 3 mei benoemd tot Gouverneur van Suriname
1859, april op zijn verzoek eervol ontslag en in augustus terug naar Nederland 
1862, 5 juni benoemd tot legercommandant tot 1865

foto van C.P. Schimpf in: De Militaire Willemsorde verzameld door P.H.K. van Schendel (i.z. toekenning MWO 3e klasse: expeditie Bali 28 en 29 juni 1846)

kopie (via kleinzoon J.M. Schimpf) van zijn dienststaat, foto schilderij en brief conservator Paleis Het Loo Nationaal Museum over zijn eretekenen in hangmap baliekast bibliotheek 
",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 15:04:40.400,0x000000000088C684,0,"Schimpf?  met enkel f?
Volgens Naam- en Ranglijsten der Officieren en De Militaire Willemsorde 1815-1840 geboren in het jaar 1812, maar Encyclopaedie van Nederlandsch-West-Indië van H.D. Benjamins en J.F. Snelleman (Nijhoff, 1914-1917): 1813. Beide titels Schimpf met enkel f.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10376,0,0,50,"1812      ","1886      "
321,1,0,"Pel, J.L.J.H., Generaal-majoor",Pel,J.L.J.H.,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor J.L.J.H. Pel,0,1876,NULL,"Generaal-majoor
Bevelhebber te Atjeh van 23/04/1874 tot 24/02/1876. (Civiel en militair)
Op 24/02/1876 plotseling overleden in het bivak bij de kampongs Ponga en Lonard.
Commandeur Militaire Willemsorde (MWO 2)
Broer van Generaal-majoor C.M.H. Pel.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 11:34:29.447,0x000000000088BC77,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9142,0,0,-1,NULL,"1876      "
322,1,0,Köhler Johan Harmen Rudolf Generaal-majoor,Köhler,Johan Harmen Rudolf,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor Johan Harmen Rudolf Köhler,0,1873,gestorven 1873,"Generaal-majoor
Gesneuveld in Atjeh op 12-04-1873.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 11:58:35.927,0x0000000001086F04,0,"Heshusius - Nadagen Tempo Doeloe - Fotoreproductie (van SKR/uit boek marechausee) in map 3 / R:
- circa 1890, grote moskee in Koeta Radja met rechts de zogenaamde ""Köhlerboom"", de boom waaronder generaal Köhler sneuvelde in 1873 (en waarmee 1e Atjeh-expeditie ten einde kwam)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,6683,0,0,51,NULL,"1873      "
324,1,0,Michiels André Victor Pacifice Generaal-majoor KNIL titulair,Michiels,André Victor Pacifice,Generaal-majoor KNIL titulair,NULL,NULL,NULL,NULL,Generaal-majoor KNIL titulair André Victor Pacifice Michiels,1797,1849,1797 - 1849,"Generaal-majoor titulair.; Gewond bij de 3e expeditie tegen Bali, en na amputatie overleden.
Commandeur MWO, Nederlandse Leeuw, Java-oorlog, Officiers XXXV (adjudant i.b.d. Konings)
Hij vocht onder Napoleon bij Waterloo, daarna ging hij naar Oost-Indië, vocht in de Java-oorlog en werd later benoemd tot Gouverneur van Sumatra´s Westkust. Daar speelde hij een doorslaggevende rol in de oorlog tegen de Padri´s.
In de jaren ´40 had hij het aan de stok met de bestuursambtenaar E. Douwes Dekker, Michiels bezorgde Douwes Dekker een schorsing. In de ""Max Havelaar"" speelt Michiels onder naam van Generaal van Damme een belangrijke rol. Multatuli voorzag hem ook van de bijnaam ""Jan Schors-al"".
Tot de tweede Wereldoorlog heeft er in Palembang een (uiterst curieus) neo-gotisch bouwwerk gestaan, dat dienst deed als monument voor deze ""tuan Madjan"", een andere bijnaam van Michiels. Michiels heeft ook een reeks geschriften nagelaten over het kolonialal bestuur op Sumatra´s Westkust. Hij verweerde zich in die geschriften onder meer tegen publicaties van H. de Stuers, die Michiels voorging als Gouverneur van Sumatra´s Westkust.[Informatie van Harm Stevens]",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 12:04:37.067,0x000000000146091C,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8163,0,0,52,1797-05-30,1849-05-25
327,1,0,"Bakker, G.",Bakker,G.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal G. Bakker MWO-3,1801,1869,1801 - 1869,"Gerhardus Bakker (1801-1869)

- geboren te Winschoten op 8 maart 1801
- 21 april 1815 cadet
- 27 juli 1817 aankomst te Batavia
- 19 december 1818 benoemd tot 2e luitenant der infanterie
- 1821 deelgenomen aan krijgsverrichtingen in de omgeving van Palembang
- 5 januari 1824 1e luitenant
- 1824 en 1825 krijgsverrichtingen in Celebes (Boni-expeditie)
- 1825 deelgenomen aan de Java-oorlog
- 3 januari 1828 bevorderd tot kapitein
- 13 februari 1831 met verlof naar Nederland
- 21 maart 1832 tijdelijk in dienst van het leger in Nederland
- 10 februari 1833 van verlof terug in Indië
- 1833 en 34 gelegerd op de Westkust van Sumatra
- 6 april 1835 bevorderd tot majoor
- 8 september 1837 luitenant-kolonel
- 1838 krijgsverrichtingen in de XIII kota's op Sumatra's Westkust
- 12 juli 1846 bevorderd tot kolonel
- 1836 expeditie tegen Bali
- 8 februari 1849 met verlof naar Nederland
- 13 juni 1850 bevorderd tot generaal-majoor titulair
- 17 januari 1851 van verlof terug in Indië
- 16 oktober 1851 Inspecteur der schutterijen, djajeng-sekars en pradjoerits
-  van 15 december 1851 - 5 oktober 1853 tijdelijk legercommandant
- 6 oktober 1853 generaal-majoor effectief in te gaan op 13 juni 1850
- 3 april 1854 gepensioneerd
- 4 november 1869 overleden te Bloemendaal.

Onderscheiden met:

- Java-medaille
- Ridder Militaire Willemsorde 4e klasse bij Koninklijk Besluit van 7 mei 1822, nr. 29 [waarschijnlijk voor zijn verrichtingen tijdens de oorlog tegen de Padri's];
- Ridder Militaire Willemsorde 3e klasse bij K.B. van 6 december 1846, nr. 4 voor zijn krijgsverrichtingen tijdens de expeditie naan Bali van 1846;
- Ridder in de Orde van de Nederlandsche Leeuw voor zijn bijdrage aan de strijd in Goegoer Malintang.

Sultan Soemenep Pakoe Nata Ningarat (1781-1854)

Deze sultan (overigens een titel die hij eerst in 1830 kreeg) werd geboren in 1781. Samen met zijn vader nam hij in 1811 deel aan de verdediging van Soerabaija tegen de Engelsen.
In 1815 [en niet 1812] volgde hij zijn vader op in het regentschap onder de titel van Panembahan Noto Koesomo.
Hij wordt in de bronnen geloofd om zijn trouw aan het Nederlandse Gouvernement, als ook om zijn belangstelling voor land en volk en zijn geleerdheid. Veel informatie over hem is te vinden in het reisverhaal van Van Hoëvell ""Reis over Java, Madura en Bali in het midden van 1847"" (Amsterdam, 1851). Van Hoëvell noemt hem een voortreffelijk vorst en roemt hem als mens en geleerde en eveneens in zijn hoedanigheid als regent en krijgsman.
Raffles had, bij zijn nasporingen naar Java's geschiedenis en oudheden veel aan deze vorst te danken. Hij vergezelde Raffles op zijn vele reizen over Java en werd door deze in zijn ""History of Java"" geprezen om zijn schat aan kennis. De zeer uitvoerige lijsten van Kawi, Javaanse, Madurese en Sumenapse woorden,  de belangrijkste familiekronieken, de verklaringen der inscripties, de kenis van de ""Brata-joeda"", dit alles is vooral met zijn hulp tot stand gekomen. Als dank verzekerde Raffles zijn zoon van de opvolging (een beschikking die in 1820 door GG Van der Capellen werd bevestigd). 
Kort na het weer in bezitnemen van de kolonie, was hij op 4 oktober 1817 met het gouvernement overeengekomen om een korps militairen ± 1000 man sterk, te leveren. Zelf nam hij deel aan de Boni-expedie (Celebes) in 1824 en in 1825 aan de strijd tegen Dipa Negara. Hij bleef verder hulp bieden in de oorlog tegen de Padri's op Sumatra's Westkust in 1835 en tijdens de expeditie op Bali van 1846.
Als regent stimuleerde hij de landbouw in zijn district door nieuwe waterleidingen te laten graven en sawah's aan te leggen, de handel door wegenaanleg en door de bouw van schepen. 
Vijf jaar nadat de Panembahan in de oorlog tegen Boni goede diensten had bewezen en zijn hulp opnieuw had aangeboden in de strijd tegen Dipa Negara, beloonde de Nederlandse regering hem met de toekenning van de persoonlijke titel van sultan van Soemenep, onder de naam van Pakoe Nata ring Rat.
Hij overleed op 73-jarige leeftijd in 1854.

Het contact tussen kolonel G. Bakker en de sultan van Soemenep kan dus op vele momenten gelegd zijn: ofwel hebben zij elkaar leren kennen tijdens de veldtocht naar Boni of de gedurende de Java-oorlog, ofwel tijdens een bezoek aan de kraton van Bakker bij een inspectiereis in zijn functie als Inspecteur van de pradjoerits. Ook in zijn hoedanigheid als legercommandant kan Bakker de sultan van Soemenep bij diverse gelegenheden ontmoet hebben. 

Geraadpleegde literatuur:

- Encyclopaedie van Nederlandsch-Indië / 2e druk onder redactie van J. Paulus e.a. (1917-1939)
- Naam- en ranglijst der officieren van het Koninklijk Leger der Nederlanden en van Nederlandsch-Indiën, verschillende jaargangen
- W.R. van Hoëvell, Reis over Java, Madura en Bali in het midden van 1847 (Amsterdam, 1851) 2e deel


[bron: brief M.Gaspar aan KIT 13 november 2007; zie brievenboek bibliotheek nr. 883-2007]",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 12:09:17.660,0x000000000088C687,0,NULL,NULL,NULL,MWO-3,NULL,NULL,NULL,NULL,0,0,0,1351,0,0,53,"1801      ","1869      "
330,1,0,Poland Theodoor RMWO-3 Kolonel titulair Infanterie KNIL,Poland,Theodoor,Kolonel titulair Infanterie KNIL,NULL,NULL,NULL,NULL,Kolonel titulair Infanterie KNIL Theodoor Poland RMWO-3,1795,1857,1795 - 1857,"Kolonel titulair infanterie KNIL
Theodoor (bijgenaamd Toontje) Poland. Luitenant-Kolonel en Ridder Mil. Willems-Orde 3e klasse, Ridder Orde Ned. Leeuw.- Vocht in de Java-Oorlog en bij de 2e en 3e Expeditie tegen Bali.- Ontzette in 1833 tijdens de Padri-Oorlog het belegerde fort Amerongen op de Westkust van Sumatra.
Geboren te Alkmaar, overleden te Tjilatjap.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 12:11:24.510,0x00000000013FB010,0,Map met gegevens in AD 78,NULL,NULL,RMWO-3,NULL,NULL,NULL,NULL,0,0,0,9397,0,0,4093,1795-01-20,1857-12-19
340,1,0,"Bischoff, B., Generaal",Bischoff,B.,Generaal,NULL,NULL,NULL,NULL,Generaal B. Bischoff,1787,1829,1787 - 1829,"Generaal
Cdt KNIL 1828-1829",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 15:46:14.937,0x000000000088C688,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1853,0,0,54,"1787      ","1829      "
343,1,0,Kruk J.A. van der Kapitein der Artillerie,Kruk,J.Adrianus,Kapitein der Artillerie,NULL,NULL,NULL,NULL,Kapitein der Artillerie J.A. van der Kruk,1837,1876,1837 - 1876,"Kapitein der Artillerie; Ridder der Militaire Willemsorde 4 klasse; Gesneuveld te Lampermeij in Atjeh op 05/02/1876
Uit Nederland vertrokken per stoomschip Loevestein in 1857.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-01 15:53:17.093,0x000000000088C689,0,NULL,NULL,van der,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,7018,0,0,55,"1837      ","1876      "
350,1,0,Nolthenius Adriaan Wilhelm Kapitein der Genie,Nolthenius,Adriaan Wilhelm,Kapitein der Genie,NULL,NULL,NULL,NULL,Kapitein der Genie Adriaan Wilhelm Nolthenius,1839,1873,1839 - 1873,Kapitein der Genie; Bij de 2e Atjeh-expeditie aan cholera overleden.,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:02:18.090,0x000000000088C68A,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8729,0,0,56,"1839      ","1873      "
356,1,0,Andresen A.J. Luitenant-generaal,Andresen,A.J.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal A.J. Andresen MWO-3,1808,1872,1808 - 1872,"Luitenant-generaal, MWO-3

Oud-commandant van het Indisch leger: 1865-1869",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:23:42.507,0x000000000088C68B,0,NULL,NULL,NULL,MWO-3,NULL,NULL,NULL,NULL,0,0,0,1119,0,0,57,"1808      ","1872      "
358,1,0,Kroesen C.M.H. Majoor,Kroesen,C.M.H.,Majoor,NULL,NULL,NULL,NULL,Majoor C.M.H. Kroesen,0,1859,gestorven 1859,"Majoor; Gewond bij Boni op 06/12/1859 en als gevolg daarvan op 15/12/1859 overleden. 

2006/11/06: Heleen Pronk:Waarschijnlijk een Kapitein die ingezet is te Boni in Suriname. zie www.geheugenvannederland.nl.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:26:43.967,0x000000000088C68C,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,6967,0,0,58,NULL,"1859      "
360,1,0,Nijs de 1e Luitenant,Nijs,NULL,1e Luitenant,NULL,NULL,NULL,NULL,1e Luitenant de Nijs,0,1868,gestorven 1868,1e Luitenant; Gesneuveld op Bali in 1868.,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:29:22.753,0x000000000088C68D,0,NULL,NULL,de,NULL,NULL,NULL,NULL,NULL,0,0,0,8698,0,0,59,NULL,"1868      "
361,1,0,Schierbrand W.C. von Luitenant-generaal,Schierbrand,W.C.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal W.C. von Schierbrand,0,1888,gestorven 1888,"Luitenant-generaal
1824 Volontair
1826 Cadet Ingenieur
1828: 1e Luitenant
1837/03/16: Kapitein Genie en Sappeurs
1825-1865 onafgebroken in Indie.
1854 Kolonel Directeur der Genie
1862 Generaal majoor Directeur der Genie.
1867 19 februarij Luitenant generaal
1867, 1 april op verzoek gepensioneerd.
Dresden November 1869.
Ridder in de Orde van de Nederlandse Leeuw
Kommandeur der Orde van de Eikenkroon.
Lid van de kommissie van beheer der tentoonstelling van produkten der natuur en der industrie van den Indischen archipel te houden te Batavia in oktober en november 1853.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:31:59.310,0x00000000013A702F,0,NULL,NULL,von,NULL,NULL,NULL,NULL,NULL,0,0,0,10359,0,0,4003,NULL,1888-02-20
362,1,0,"Vermeulen Krieger, P. Luitenant-kolonel",Vermeulen Krieger,P.F.,Luitenant-kolonel,NULL,NULL,NULL,NULL,"Luitenant-kolonel P.F.  Vermeulen Krieger, RMWO-3",1782,1865,1782 - 1865,"Luitenant-kolonel, Ridder der Militaire Willemsorde 3e klasse (bij KB van 8-12-1820 No. 67), Ridder der Nederlandse Leeuw met ridderkroon; 1782-1865. Eikenkroon Luxemburg. (RMWO-4 in 1818)",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:33:10.130,0x000000000088C68E,0,NULL,NULL,NULL,RMWO-3,NULL,NULL,NULL,NULL,0,0,0,12136,0,0,60,"1782      ","1865      "
364,1,0,Stegeman 1e Luitenant,Stegeman,NULL,1e Luitenant,NULL,NULL,NULL,NULL,1e Luitenant Stegeman,0,1868,died 1868,1e Luitenant; Gesneuveld op Bali in 1868.,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-02 16:34:56.353,0x00000000014932BF,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,11137,0,0,4199,NULL,"1868      "
372,1,0,Waldeck P.F. van Officier,Waldeck,P.F.,Officier van Gezondheid der eerste klasse,NULL,NULL,NULL,NULL,Officier van Gezondheid der eerste klasse P.F. van Waldeck RMWO-4,1805,1880,1805 - 1880,"Oud-Officier van Gezondheid 1e klasse; Ridder Militaire Willemsorde 4e klasse (1845), Eervolle Vermelding, EBK met gesp Bali 1848, , Java-medaille, Metalen Kruis. Citadel, Officiers kruis",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-07 15:55:58.163,0x000000000088C68F,0,NULL,NULL,van,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,12619,0,0,61,"1805      ","1880      "
374,1,0,Vogel H.H.F. de Kapitein,Vogel,H.H.F.,Kapitein,NULL,NULL,NULL,NULL,Kapitein H.H.F. de Vogel,0,1836,gestorven 1836,"Kapitein; Overleden aan voor Bondjol opgelopen verwondingen.
Ridder Militaire Willemsorde 4e Klas. Bij de bestorming van Bonjol op 4.12.1836 gewond en op 25.12.1836 overleden.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-07 15:58:18.193,0x000000000088C690,0,W.H.F. Vogel?,NULL,de,NULL,NULL,NULL,NULL,NULL,0,0,0,12342,0,0,62,NULL,"1836      "
397,1,0,Prins Willem I,Oranje-Nassau,Willem I,Prins,NULL,NULL,NULL,NULL,Prins Willem I,1533,1584,NULL,"Volgens Thieme (blz. 130; inv.nr. 1440): 1e stadhouder, Kapitein-admiraal en Generaal van de Verenigde Nederlanden en ridder in de Orde van de Kouseband.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-08 10:57:31.350,0x000000000088BC85,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9526,0,0,-1,"1533      ","1584      "
403,1,0,Prins Frederik Hendrik,Oranje-Nassau,Frederik Hendrik,Prins,NULL,NULL,NULL,NULL,Prins Frederik Hendrik,1584,1647,NULL,NULL,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-08 16:30:53.633,0x000000000088BC86,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9510,0,0,-1,"1584      ","1647      "
442,1,0,Chassé David Hendricus,Chassé,David Hendricus,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal David Hendricus Baron Chassé,1765,1849,1765-1849,"David Henricus, Baron Chassé, Luitenant-Generaal, opperbevelhebber van de citadel van Antwerpen, en van zijner Majesteits Zeemagt op de Ooster-schelde.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-14 12:03:06.610,0x000000000088C691,0,NULL,NULL,Baron,NULL,NULL,NULL,NULL,NULL,0,0,0,2835,0,0,63,"1765      ","1849      "
474,1,0,"Brienen van Ramerus, G.C.R.R. van, Kolonel",Brienen van Ramerus,Gijbert Carel Rutger Reinier,Kolonel,NULL,NULL,NULL,NULL,"Kolonel G.C.R.R. van Brienen van Ramerus, RMWO-4",1807,1871,1807 - 1871,"Kolonel van de Generalen Staf; Ridder Militaire Willemsorde 4e klasse (1831), Java-medaille, Metalen Kruis, Legion d'Honneur.
",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-15 11:15:12.263,0x000000000088C692,0,NULL,NULL,van,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,2410,0,0,64,"1807      ","1871      "
481,1,0,Dommers H.,Dommers,H.,Majoor Chirurgijn,NULL,NULL,NULL,NULL,"Majoor Chirurgijn H. Dommers, RMWO-4",1805,1844,1805 - 1844,"Majoor der Infanterie van het Oost-Indisch leger; Ridder Militaire Willemsorde 4e klasse (1834), Chirurgijn",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-16 14:21:48.910,0x000000000088C693,0,NULL,NULL,NULL,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,3479,0,0,65,"1805      ","1844      "
483,1,0,"Backerus, J.F., Majoor",Backerus,J.F.,Majoor der Infanterie,NULL,NULL,NULL,NULL,"Majoor der Infanterie J.F. Backerus, RMWO-3",1819,1880,1819 - 1880,"Majoor der Infanterie van het Oost-Indisch leger. Notitie:
MWO 4 (1852), Palembang 1851, MWO 3 (1859) Djambi 1858, EV, EBK Bali 1846, Of. Kruis XV.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-16 15:14:28.767,0x000000000088C694,0,NULL,NULL,NULL,RMWO-3,NULL,NULL,NULL,NULL,0,0,0,1300,0,0,66,"1819      ","1880      "
485,1,0,"Nahuijs, Heer van Burgst Huibert Gerard","Nahuijs, Heer van Burgst",Huibert Gerard,Generaal-majoor hon Mr.,NULL,NULL,NULL,NULL,"Generaal-majoor hon Mr. Huibert Gerard Baron Nahuijs, Heer van Burgst RMWO-4",1782,1858,1782 - 1858,"Generaal-majoor honorair; 1782-1858; Lid van de Raad van Indië; Ridder Militaire Willemsorde 4e klasse (1815), Commandeur Orde van de Nederlandse Leeuw, Legioen van Eer. Java medaille, Metalen kruis.
Geboren te Amsterdam, 28.03.1782, gestorven te Princehage, h. Burgst 12.01.1858.
""Zoon van Mr. Petrus Cornelis Nahuys (1747-1804) en Catharina de Saint Amand (1748-1788). Vader Nahuys was notaris en procureur te Amsterdam. Huibert Nahuys was resident van Djokjakarta en Soerakarta, lid van de Raad van Indië en generaal-majoor. Hij droeg de titel Ridder in de Militaire Willemsorde der 4e klasse. Huibert huwde op 24.4.1802 te Berkhout, Aleyda Johanna Catharina Geertruy de Vries (1782-1821). Hij hertrouwde op 12.9.1824 te Djokjakarta met Anna Louise van den Berg (1792-1825) en op 28.12.1826 te London met zijn derde echtgenote Ellen Hodgson.
",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-16 15:17:12.660,0x000000000088C695,0,NULL,NULL,Baron,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,8522,0,0,67,"1782      ","1858      "
496,1,0,Roque Th.E. Luitenant-kolonel,Roque,Th.E.,Luitenant-kolonel,NULL,NULL,NULL,NULL,Luitenant-kolonel Th.E. Roque RMWO-3,1809,1875,1809 - 1875,"Luitenant-kolonel van het Nederlands Oost-Indisch Leger; Ridder Militaire Willemsorde 3e klasse (1851), RMWO-4 (1841).
De decoratiën van wijlen den gepens. Luit-kolonel van het Ned. O.I. Leger Th.E. Roque, bestaande uit de Militaire Willemsorde 3e klasse, het eereteeken voor eervolle vermelding in den strijd, het eereteken voor belangrijke krijgsbedrijven met de gesp Bali 1849, de medaille voor den oorlog op Java en het onderscheidingsteeken voor eervolle langdurige dienst als officier.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-17 11:43:23.700,0x000000000088C697,0,NULL,NULL,NULL,RMWO-3,NULL,NULL,NULL,NULL,0,0,0,10079,0,0,69,"1809      ","1875      "
498,1,0,Dezentjé Johannes Augustinus Dhr.,Dezentjé,Johannes Augustinus,Dhr.,NULL,NULL,NULL,NULL,Dhr. Johannes Augustinus Dezentjé,1797,1839,1797-1839,"Ridder der Nederlandse Leeuw; Java-medaille
Heeft zich in Nederlands-Indië zeer verdienstelijk gemaakt.

Johannes Augustinus Dezentjé
(Soerakarta 1797 - Bojolali 1839)
""Heer van Ampel""
Ridder in de Orde van de Nederlandse Leeuw
Java medaille

zoon van een luitenant der koloniale troepen, verkreeg door zijn huwelijken grote rijkdom en aanzien en werd zo de machtigste grondhuurder in Midden-Java.
Hij koos tijdens de Java-oorlog (1825-1830), met een eigen leger, de kant van de Nederlanders en werd als dank voor zijn verdiensten benoemd tot Ridder in de Orde van de Nederlandse Leeuw.



",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-09-17 15:24:38.080,0x000000000088C698,0,"Johannes Augustinus Dezentjé is geboren te Soerakarta op 12 april 1797 en strierf te Bajalali op 7 november 1839. Hij was 4 x gehuwd (o.a. met Raden Ajoe Tjondro Koesomo) en had 17 kinderen. Dezentjé was degrootste en machtigste grondhuurder in het Solosche gebied. Enige cijfers: hij zou 5 % van het totale grondgebied van Soerakarta hebben gehuurd, en op dit gebied woonden 38.717 Javanen. In 1837 bracht zijn grond bijna 1/3 van de totale koffieoogst van Solo op (bron: Houben, 1994, p. 262). Ten tijde van de Java-oorlog nam hij met een klein particulier leger deel aan de strijd.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,3307,0,0,70,"1797      ","1839      "
509,1,0,"Boers, F., Sergeant-majoor",Boers,F.,Sergeant-majoor der Mariniers,NULL,NULL,NULL,NULL,Sergeant-majoor der Mariniers F. Boers,0,1896,NULL,Sergeant-majoor der Mariniers,NULL,NULL,NULL,sa/KTOMB_W12,1998-09-18 15:20:37.840,0x000000000088BC92,0,Sergeant-majoor der mariniers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,2016,0,0,-1,NULL,"1896      "
522,1,0,Payen Antoine J.J.,Payen,Antoine J.J.,NULL,NULL,NULL,NULL,NULL,Antoine J.J. Payen,1792,1853,1792 - 1853,1792-1853,NULL,NULL,NULL,sa/KTOMB_W12,1998-09-22 15:37:28.523,0x000000000088C69D,0,schilder begin 19e eeuw,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9110,0,0,75,"1792      ","1853      "
554,2,0,Saleh Raden,Saleh,NULL,Raden,NULL,NULL,NULL,NULL,Raden Saleh Syarif Bustaman,1811,1880,1811 - 1880,"Familie van de regent van Semarang. Leerling van Antoine Payen, Cornelis Kruseman en Andreas Schelfhout. Kwam in 1829 naar Nederland en keerde terug naar Java in 1852. Vanaf 1868 woonde hij in Buitenzorg.",NULL,I,NULL,sa/KTOMB_W12,1998-09-30 16:15:42.150,0x000000000088C6A2,0,"schilder 19e eeuw

Heshusius - Kiekjes uit Indië - Reproductiefoto (van Rob Nieuwenhuys) in map 5-IIA:
- studio portretfoto, circa 1880, van Raden Saleh, in uniformachtige kleding met twee medailles.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10215,0,0,80,"1811      ","1880      "
555,1,0,Prins Alexander,Oranje-Nassau,Alexander,Prins,NULL,NULL,NULL,NULL,Prins Alexander,1851,1884,1851 - 1884,Derde zoon van Koning Willem III en Koningin Sophie,NULL,NULL,NULL,sa/KTOMB_W12,1998-09-30 16:18:26.393,0x0000000001070AE4,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,9505,0,0,81,"1851      ","1884      "
